구분,지정번호,업체명,매장명,지정기간,주소,위도,경도
중소형,제636호,초록마을,올림픽공원점,2020-08-28 ~ 2023-08-27,서울특별시 송파구 방이동 89-11,37.5157197,127.1322328
중소형,제637호,초록마을,용인성복점,2020-08-28 ~ 2023-08-27,경기도 용인시 수지구 성복동 89,37.3132491,127.0784309
중소형,제638호,초록마을,헬리오시티점,2020-08-28 ~ 2023-08-27,서울특별시 송파구 석촌동 295-9번지 효산빌딩 1층,37.501684,127.1088753
중소형,제639호,CU,상무중흥점,2020-08-28 ~ 2023-08-27,광주광역시 서구 치평로 80,35.1545323,126.8478142
중소형,제640호,그린마트,광주점,2020-11-26 ~ 2023-11-25,광주광역시 남구 구동,35.1468797,126.9100511
중소형,제641호,우리마트,광주점,2020-11-26 ~ 2023-11-25,광주광역시 북구 용봉동 1244-13,35.1781491,126.9011501
중소형,제642호,현대마트로,광주점,2020-11-26 ~ 2023-11-25,광주광역시 서구 풍암동 1096,35.1219583,126.8797473
대형,제644호,신세계백화점,광주점,2021-05-21 ~ 2024-05-20,광주광역시 서구 무진대로 932,35.1597624,126.8803477
중소형,제645호,홈플러스익스프레스,목동점,2021-05-21 ~ 2024-05-20,서울특별시 양천구 목동동로 401 부영그린타운2차,37.5363346,126.8811128
중소형,제646호,에프엠마트,광주점,2021-05-21 ~ 2024-05-20,광주광역시 동구 지산2동 694-47,35.1480865,126.9329555
중소형,제647호,카카오마트,수완점,2021-05-21 ~ 2024-05-20,수완동 1472번지 광산구 광주광역시 KR,35.1897285,126.8269058
중소형,제649호,용인슈퍼,안산점,2021-05-21 ~ 2024-05-20,경기도 용인시 처인구 김량장동 12-8,37.2307165,127.2102329
중소형,제650호,천둥마트,안산점,2021-05-21 ~ 2024-05-20,안산시,37.3218778,126.8308848
중소형,제651호,홈할인마트,안산점,2021-05-21 ~ 2024-05-20,경기도 안산시 상록구 사2동,37.291873,126.8387065
중소형,제652호,B2C할인마트,안산점,2021-05-21 ~ 2024-05-20,경기도 안산시 상록구 이동 도매시장로 24,37.3090307,126.8586009
중소형,제653호,OK마트,세종,2021-09-01 ~ 2024-08-31,경기도 광주시 퇴촌면 광동리 182-1,37.471679,127.3109016
대형,제654호,갤러리아백화점,광교점,2021-09-01 ~ 2024-08-31,경기도 수원시 영통구 광교중앙로 124,37.2854331,127.0599193
중소형,제655호,뉴월드,마트로 원노형점,2021-09-01 ~ 2024-08-31,제주특별자치도 제주시 노형동 1051-4,33.4896407,126.477452
중소형,제656호,뉴월드,마트로 센트럴점,2021-09-01 ~ 2024-08-31,제주특별자치도 제주시 이도이동 1996-5,33.4906562,126.5371244
중소형,제657호,대영마트,대전점,2021-09-01 ~ 2024-08-31,대전광역시 유성구 원내동 33-19,36.3016987,127.3233076
대형,제658호,롯데마트,청량리점,2021-09-01 ~ 2024-08-31,서울특별시 동대문구 왕산로 214,37.5792928,127.0479007
대형,제659호,롯데마트,부평점,2021-09-01 ~ 2024-08-31,인천광역시 부평구 마장로 296,37.5049762,126.7040634
대형,제660호,롯데마트,영종도점,2021-09-01 ~ 2024-08-31,인천광역시 중구 운서동 2803-2,37.4722539,126.4688958
대형,제661호,롯데마트,안산점,2021-09-01 ~ 2024-08-31,경기도 안산시 상록구 성포동 항가울로 422,37.3171241,126.8479131
대형,제662호,롯데마트,의왕점,2021-09-01 ~ 2024-08-31,경기도 의왕시 내손동 743,37.3805035,126.9728853
대형,제663호,롯데마트,진해점,2021-09-01 ~ 2024-08-31,"경상남도 Jinhae, 석동 543-5",35.1581479,128.6988018
대형,제664호,롯데마트,춘천점,2021-09-01 ~ 2024-08-31,강원도 춘천시 온의동 방송길 84,37.8685399,127.7180797
대형,제665호,롯데마트,당진점,2021-09-01 ~ 2024-08-31,충청남도 당진시 원당동 정안로 20,36.9055041,126.6462036
대형,제666호,롯데마트,성정점,2021-09-01 ~ 2024-08-31,충청남도 천안시 서북구 성정두정로 1,36.8262462,127.1400882
대형,제667호,롯데마트,평택점,2021-09-01 ~ 2024-08-31,경기도 평택시 평택5로 30,36.9883806,127.11173
대형,제668호,롯데마트,상무점,2021-09-01 ~ 2024-08-31,광주광역시 서구 시청로 40,35.1523726,126.8523783
대형,제669호,롯데마트,군산점,2021-09-01 ~ 2024-08-31,전라북도 군산시 수송동 210-1,35.9645363,126.7164139
중소형,제671호,웰마트,세종점,2021-09-01 ~ 2024-08-31,충청남도 연기군 조치원읍 정리 66-2,36.5988747,127.2993996
중소형,제672호,장터할인마트,대전점,2021-09-01 ~ 2024-08-31,대전광역시 동구 가양2동 52-2,36.3499824,127.4503948
중소형,제673호,지구별수호대(정약용컴퍼니),인천점,2021-09-01 ~ 2024-08-31,인천광역시 서구 마전동 915-1번지 우선프라자 108호,37.6043287,126.6592468
중소형,제675호,초록마을,원주혁신점,2021-09-01 ~ 2024-08-31,강원도 원주시 반곡동 1767-22,37.3332064,127.9622724
중소형,제677호,초록마을,양주고읍점,2021-09-01 ~ 2024-08-31,경기도 양주시 광사동 657,37.7940446,127.079448
중소형,제682호,초록마을,대전도안점,2021-09-01 ~ 2024-08-31,대전광역시 유성구 상대동,36.3432783,127.3351479
중소형,제683호,초록마을,대전학하점,2021-09-01 ~ 2024-08-31,대전광역시 유성구 상대동,36.3432783,127.3351479
중소형,제684호,초록마을,부산명륜점,2021-09-01 ~ 2024-08-31,명륜동 12-17번지 동래구 부산광역시 KR,35.2158407,129.0873066
중소형,제685호,초록마을,센텀시티점,2021-09-01 ~ 2024-08-31,부산광역시 해운대구 재송동 1200,35.1783761,129.1219704
중소형,제686호,초록마을,울산신정점,2021-09-01 ~ 2024-08-31,울산광역시 남구 신정2동 1639-1,35.5347336,129.2987032
중소형,제687호,초록마을,울산전하점,2021-09-01 ~ 2024-08-31,울산광역시 동구 전하2동 618,35.5123852,129.4269413
중소형,제688호,초록마을,오산원동점,2021-09-01 ~ 2024-08-31,경기도 오산시 원동,37.1409837,127.0796619
중소형,제689호,초록마을,대구만촌점,2021-09-01 ~ 2024-08-31,대구광역시 수성구 만촌동 1356-7,35.8690883,128.6360577
중소형,제690호,초록마을,대구수성구청점,2021-09-01 ~ 2024-08-31,대구광역시 수성구 범어로 61,35.8601789,128.635268
중소형,제691호,초록마을,대구수성점,2021-09-01 ~ 2024-08-31,대구광역시 수성구 범어3동 2148,35.8628786,128.6222083
중소형,제692호,초록마을,대구신서혁신점,2021-09-01 ~ 2024-08-31,대구광역시 수성구 범어로 61,35.8601789,128.635268
중소형,제693호,초록마을,대구월촌점,2021-09-01 ~ 2024-08-31,대구광역시 달서구 송현로7길 10 화성파크드림 1차 상가,35.8215932,128.5454915
중소형,제694호,초록마을,대구율하점,2021-09-01 ~ 2024-08-31,대구광역시 동구 율하동 1160 #104-105,35.8666447,128.6918387
중소형,제695호,초록마을,대구칠곡점,2021-09-01 ~ 2024-08-31,대구광역시 북구 동천동 950,35.9351608,128.5606006
중소형,제696호,초록마을,경북도청점,2021-09-01 ~ 2024-08-31,경상북도 경주시 충효동 2942-5,35.8450915,129.1775965
중소형,제697호,초록마을,구미확장단지점,2021-09-01 ~ 2024-08-31,경상북도 구미시 산동면 신당1로4길 20,36.1604588,128.4254338
중소형,제698호,초록마을,거창점,2021-09-01 ~ 2024-08-31,경상남도 거창군 거창읍 상림리 843-4,35.6872643,127.9034145
중소형,제699호,초록마을,녹번역점,2021-09-01 ~ 2024-08-31,번지 상가 B 동 KR 서울특별시 은평구 녹번동 21-269 힐스테이트녹번 115호,37.6018325,126.9368041
중소형,제700호,초록마을,도곡렉슬점,2021-09-01 ~ 2024-08-31,서울특별시 강남구 도곡동 527,37.4936848,127.0507447
중소형,제701호,초록마을,목동롯데캐슬점,2021-09-01 ~ 2024-08-31,목동 956번지 상가동 지층 126호 롯데캐슬위너 양천구 서울특별시 KR,37.5468869,126.8672611
중소형,제702호,초록마을,목동하이페리온점,2021-09-01 ~ 2024-08-31,서울특별시 양천구 목동동로 393,37.5361386,126.8800227
중소형,제703호,초록마을,불광점,2021-09-01 ~ 2024-08-31,서울특별시 은평구 불광로 64,37.6149092,126.9304818
중소형,제704호,초록마을,서초교대역점,2021-09-01 ~ 2024-08-31,서울특별시 서초구 반포동 55-4,37.5029698,127.0104078
중소형,제705호,초록마을,과천점,2021-09-01 ~ 2024-08-31,경기도 과천시 별양동 1,37.4273488,126.9914147
중소형,제706호,초록마을,광명철산점,2021-09-01 ~ 2024-08-31,경기도 광명시 철산동 245-1,37.4774645,126.8687338
중소형,제707호,초록마을,금천롯데캐슬점,2021-09-01 ~ 2024-08-31,서울특별시 금천구 벚꽃로 30,37.4753403,126.8859359
중소형,제708호,초록마을,순천왕지점,2021-09-01 ~ 2024-08-31,전라남도 순천시 조례동 1833-1,34.9537914,127.5320216
중소형,제709호,초록마을,순천조례점,2021-09-01 ~ 2024-08-31,전라남도 순천시 조례동 987-7,34.96053,127.5193909
중소형,제710호,초록마을,광주동천점,2021-09-01 ~ 2024-08-31,수지구 동천동 944번지 훼미리프라자 106호 용인시 경기도 KR,37.3363541,127.0916512
중소형,제711호,초록마을,광주봉선점,2021-09-01 ~ 2024-08-31,광주광역시 광산구 선암동,35.145817,126.7783542
중소형,제712호,초록마을,나주빛가람중흥점,2021-09-01 ~ 2024-08-31,광주광역시 남구 행암동,35.0991512,126.8870136
중소형,제714호,초록마을,전주서신점,2021-09-01 ~ 2024-08-31,전라북도 전주시 완산구 효자동3가 1609-16,35.8273118,127.1056437
중소형,제716호,GS25,강남프리미엄점,2021-12-07 ~ 2024-12-06,서울특별시 강남구 역삼동 678-5 1층,37.5028687,127.0389781
중소형,제717호,GS25,건국점,2021-12-07 ~ 2024-12-06,서울특별시 광진구 화양동 500-3,37.5450291,127.0750251
중소형,제718호,GS25,동두천 송내점,2021-12-07 ~ 2024-12-06,경기도 동두천시 송내동 664-6,37.8872072,127.0506172
