구분,지정번호,업체명,매장명,지정기간,주소
대형,제563호,신세계백화점,경기점,2019-05-15 ~ 2022-05-14,경기도 용인시 수지구 포은대로 536
대형,제564호,신세계백화점,영등포점,2019-05-15 ~ 2022-05-14,서울특별시 영등포구 영중로 9
대형,제565호,신세계백화점,의정부점,2019-05-15 ~ 2022-05-14,경기도 의정부시 의정부동 평화로 525
중소형,제566호,노은도매할인마트,본점,2019-09-06 ~ 2022-09-05,대전광역시 유성구 노은동
대형,제568호,신세계백화점,강남점,2019-09-06 ~ 2022-09-05,서울특별시 서초구 신반포로 176
대형,제569호,신세계백화점,대구점,2019-09-06 ~ 2022-09-05,서울특별시 중구 명동 소공로 63
대형,제570호,신세계백화점,본점,2019-09-06 ~ 2022-09-05,서울특별시 중구 명동 소공로 63
대형,제571호,신세계백화점,센텀시티점,2019-09-06 ~ 2022-09-05,부산광역시 해운대구 센텀4로 15 센텀시티몰 1층
중소형,제572호,예스마트,안산점,2019-09-06 ~ 2022-09-05,경기도 안산시 단원구 호수동 민속공원로 81
중소형,제573호,진할인마트,세종점,2019-09-06 ~ 2022-09-05,서울특별시 성북구 종암로 65
중소형,제575호,홈마트,안산점,2019-09-06 ~ 2022-09-05,경기도 안산시 단원구 선부2동 1043-16
중소형,제577호,두리유통,대전점,2019-11-14 ~ 2022-11-13,대전광역시 대덕구 오정동 79-3
중소형,제579호,새마을 할인마트,인천점,2019-11-14 ~ 2022-11-13,도천동 344-4번지 통영시 경상남도 KR
중소형,제581호,오가닉빅마트,운암점,2019-11-14 ~ 2022-11-13,광주광역시 북구 운암동 68
중소형,제585호,화원마트,청주점,2019-11-14 ~ 2022-11-13,상당구 영운동 125-9번지 청주시 충청북도 KR
중소형,제589호,경동나비엔,세종점,2020-05-14 ~ 2023-05-13,경상남도 김해시 칠산서부동 흥동로171번길 22
대형,제594호,롯데마트,서청주점,2020-05-14 ~ 2023-05-13,충청북도 청주시 흥덕구 비하동
대형,제595호,롯데마트,원주점,2020-05-14 ~ 2023-05-13,강원도 원주시 단계동 1123
대형,제596호,롯데마트,화정점,2020-05-14 ~ 2023-05-13,경기도 고양시 덕양구 화정2동 화중로 66
중소형,제598호,에코생협,종로점,2020-05-14 ~ 2023-05-13,서울특별시 종로구 누하동 251
중소형,제600호,CU,서초그린점,2020-05-14 ~ 2023-05-13,서울특별시 서초구 잠원동 72-3
중소형,제602호,해들홈마트,세종점,2020-07-31 ~ 2023-07-30,세종특별자치시 한솔동 동 970
중소형,제603호,돼지청과마트,청주점,2020-07-31 ~ 2023-07-30,충청북도 청주시 흥덕구 신봉동 백봉로 254
중소형,제604호,우리홈마트,청주점,2020-07-31 ~ 2023-07-30,충청북도 청주시 서원구 분평동 244-8
중소형,제605호,편의점사랑,청주점,2020-07-31 ~ 2023-07-30,충청북도 청주시 흥덕구 복대1동 231-28
중소형,제606호,편의점사랑,청주신화점,2020-07-31 ~ 2023-07-30,충청북도 청주시 청원구 내덕동 517-13번지 KR
중소형,제607호,풍년공판장,청주점,2020-07-31 ~ 2023-07-30,서원구 개신동 1-13번지 청주시 충청북도 KR
중소형,제608호,초록마을,대전복수점,2020-07-31 ~ 2023-07-30,대전광역시 서구 복수동 648
중소형,제609호,K-마트,대전점,2020-07-31 ~ 2023-07-30,대전광역시 유성구 지족동 884-4
중소형,제612호,뉴월드,서사라점,2020-07-31 ~ 2023-07-30,제주특별자치도 제주시 삼도1동 520
중소형,제613호,뉴월드,신제주점,2020-07-31 ~ 2023-07-30,제주특별자치도 제주시 연동
중소형,제614호,뉴월드,이도점,2020-07-31 ~ 2023-07-30,"3001-5, 아라이동 제주시 제주특별자치도"
중소형,제615호,뉴월드,화북점,2020-07-31 ~ 2023-07-30,제주특별자치도 제주시 일주동로 233
중소형,제616호,마트로,노형점,2020-07-31 ~ 2023-07-30,제주특별자치도 제주시 노형동 710
중소형,제617호,마트로,일도점,2020-07-31 ~ 2023-07-30,제주특별자치도 제주시 건입동 중앙로 13
중소형,제618호,마트로,탑동점,2020-07-31 ~ 2023-07-30,제주특별자치도 제주시 건입동 중앙로 13
중소형,제619호,홈플러스,강릉점,2020-07-31 ~ 2023-07-30,강원도 강릉시 경강로 2120
중소형,제620호,홈플러스,남양주진접점,2020-07-31 ~ 2023-07-30,경기도 남양주시 진접읍 금강로 1447
중소형,제621호,홈플러스,동수원점,2020-07-31 ~ 2023-07-30,경기도 수원시 인계동 1045
중소형,제622호,홈플러스,문경점,2020-07-31 ~ 2023-07-30,경상북도 문경시 모전로 65
중소형,제623호,홈플러스,보령점,2020-07-31 ~ 2023-07-30,충청남도 보령시 명천동 129
중소형,제624호,홈플러스,안동점,2020-07-31 ~ 2023-07-30,경상북도 안동시 경동로 656
중소형,제625호,홈플러스,안산선부점,2020-07-31 ~ 2023-07-30,경기도 안산시 단원구 삼일로 316
중소형,제626호,홈플러스,원주점,2020-07-31 ~ 2023-07-30,강원도 원주시 관설동 치악로 1489
중소형,제627호,홈플러스,장림점,2020-07-31 ~ 2023-07-30,부산광역시 사하구 다대로 225
중소형,제628호,홈플러스,합정점,2020-07-31 ~ 2023-07-30,서울특별시 마포구 양화로 45
중소형,제629호,초록마을,권선아이파크점,2020-08-28 ~ 2023-08-27,경기도 수원시 권선구 권선2동 동수원로145번길 24
중소형,제630호,초록마을,길음센터피스점,2020-08-28 ~ 2023-08-27,서울특별시 성북구 길음동 485-14
중소형,제631호,초록마을,남동탄점,2020-08-28 ~ 2023-08-27,경기도 화성시 동탄순환대로 249
중소형,제632호,초록마을,동부이촌점,2020-08-28 ~ 2023-08-27,서울특별시 용산구 이촌동 301-7
중소형,제633호,초록마을,상무점,2020-08-28 ~ 2023-08-27,광주광역시 서구 쌍촌동 번지 1층 1348-1
중소형,제634호,초록마을,신봉점,2020-08-28 ~ 2023-08-27,경기도 용인시 수지구 신봉동 82-3
중소형,제635호,초록마을,압구정한양점,2020-08-28 ~ 2023-08-27,서울특별시 강남구 대치2동 도곡로 516
중소형,제636호,초록마을,올림픽공원점,2020-08-28 ~ 2023-08-27,서울특별시 송파구 방이동 89-11
중소형,제637호,초록마을,용인성복점,2020-08-28 ~ 2023-08-27,경기도 용인시 수지구 성복동 89
중소형,제638호,초록마을,헬리오시티점,2020-08-28 ~ 2023-08-27,서울특별시 송파구 석촌동 295-9번지 효산빌딩 1층
중소형,제639호,CU,상무중흥점,2020-08-28 ~ 2023-08-27,광주광역시 서구 치평로 80
중소형,제640호,그린마트,광주점,2020-11-26 ~ 2023-11-25,광주광역시 남구 구동
중소형,제641호,우리마트,광주점,2020-11-26 ~ 2023-11-25,광주광역시 북구 용봉동 1244-13
중소형,제642호,현대마트로,광주점,2020-11-26 ~ 2023-11-25,광주광역시 서구 풍암동 1096
중소형,제643호,풀마트,세종점,2020-11-26 ~ 2023-11-25,세종특별자치시 한솔동 동 970
대형,제644호,신세계백화점,광주점,2021-05-21 ~ 2024-05-20,광주광역시 서구 무진대로 932
중소형,제645호,홈플러스익스프레스,목동점,2021-05-21 ~ 2024-05-20,서울특별시 양천구 목동동로 401 부영그린타운2차
중소형,제646호,에프엠마트,광주점,2021-05-21 ~ 2024-05-20,광주광역시 동구 지산2동 694-47
중소형,제647호,카카오마트,수완점,2021-05-21 ~ 2024-05-20,수완동 1472번지 광산구 광주광역시 KR
중소형,제649호,용인슈퍼,안산점,2021-05-21 ~ 2024-05-20,경기도 용인시 처인구 김량장동 12-8
중소형,제650호,천둥마트,안산점,2021-05-21 ~ 2024-05-20,안산시
중소형,제651호,홈할인마트,안산점,2021-05-21 ~ 2024-05-20,경기도 안산시 상록구 사2동
중소형,제652호,B2C할인마트,안산점,2021-05-21 ~ 2024-05-20,경기도 안산시 상록구 이동 도매시장로 24
중소형,제653호,OK마트,세종,2021-09-01 ~ 2024-08-31,경기도 광주시 퇴촌면 광동리 182-1
대형,제654호,갤러리아백화점,광교점,2021-09-01 ~ 2024-08-31,경기도 수원시 영통구 광교중앙로 124
중소형,제655호,뉴월드,마트로 원노형점,2021-09-01 ~ 2024-08-31,제주특별자치도 제주시 노형동 1051-4
중소형,제656호,뉴월드,마트로 센트럴점,2021-09-01 ~ 2024-08-31,제주특별자치도 제주시 이도이동 1996-5
중소형,제657호,대영마트,대전점,2021-09-01 ~ 2024-08-31,대전광역시 유성구 원내동 33-19
대형,제658호,롯데마트,청량리점,2021-09-01 ~ 2024-08-31,서울특별시 동대문구 왕산로 214
대형,제659호,롯데마트,부평점,2021-09-01 ~ 2024-08-31,인천광역시 부평구 마장로 296
대형,제660호,롯데마트,영종도점,2021-09-01 ~ 2024-08-31,인천광역시 중구 운서동 2803-2
대형,제661호,롯데마트,안산점,2021-09-01 ~ 2024-08-31,경기도 안산시 상록구 성포동 항가울로 422
대형,제662호,롯데마트,의왕점,2021-09-01 ~ 2024-08-31,경기도 의왕시 내손동 743
대형,제663호,롯데마트,진해점,2021-09-01 ~ 2024-08-31,"경상남도 Jinhae, 석동 543-5"
대형,제664호,롯데마트,춘천점,2021-09-01 ~ 2024-08-31,강원도 춘천시 온의동 방송길 84
대형,제665호,롯데마트,당진점,2021-09-01 ~ 2024-08-31,충청남도 당진시 원당동 정안로 20
대형,제666호,롯데마트,성정점,2021-09-01 ~ 2024-08-31,충청남도 천안시 서북구 성정두정로 1
대형,제667호,롯데마트,평택점,2021-09-01 ~ 2024-08-31,경기도 평택시 평택5로 30
대형,제668호,롯데마트,상무점,2021-09-01 ~ 2024-08-31,광주광역시 서구 시청로 40
대형,제669호,롯데마트,군산점,2021-09-01 ~ 2024-08-31,전라북도 군산시 수송동 210-1
중소형,제671호,웰마트,세종점,2021-09-01 ~ 2024-08-31,충청남도 연기군 조치원읍 정리 66-2
중소형,제672호,장터할인마트,대전점,2021-09-01 ~ 2024-08-31,대전광역시 동구 가양2동 52-2
중소형,제673호,지구별수호대(정약용컴퍼니),인천점,2021-09-01 ~ 2024-08-31,인천광역시 서구 마전동 915-1번지 우선프라자 108호
중소형,제675호,초록마을,원주혁신점,2021-09-01 ~ 2024-08-31,강원도 원주시 반곡동 1767-22
중소형,제677호,초록마을,양주고읍점,2021-09-01 ~ 2024-08-31,경기도 양주시 광사동 657
중소형,제682호,초록마을,대전도안점,2021-09-01 ~ 2024-08-31,대전광역시 유성구 상대동
중소형,제683호,초록마을,대전학하점,2021-09-01 ~ 2024-08-31,대전광역시 유성구 상대동
중소형,제684호,초록마을,부산명륜점,2021-09-01 ~ 2024-08-31,명륜동 12-17번지 동래구 부산광역시 KR
중소형,제685호,초록마을,센텀시티점,2021-09-01 ~ 2024-08-31,부산광역시 해운대구 재송동 1200
중소형,제686호,초록마을,울산신정점,2021-09-01 ~ 2024-08-31,울산광역시 남구 신정2동 1639-1
중소형,제687호,초록마을,울산전하점,2021-09-01 ~ 2024-08-31,울산광역시 동구 전하2동 618
중소형,제688호,초록마을,오산원동점,2021-09-01 ~ 2024-08-31,경기도 오산시 원동
중소형,제689호,초록마을,대구만촌점,2021-09-01 ~ 2024-08-31,대구광역시 수성구 만촌동 1356-7
중소형,제690호,초록마을,대구수성구청점,2021-09-01 ~ 2024-08-31,대구광역시 수성구 범어로 61
중소형,제691호,초록마을,대구수성점,2021-09-01 ~ 2024-08-31,대구광역시 수성구 범어3동 2148
중소형,제692호,초록마을,대구신서혁신점,2021-09-01 ~ 2024-08-31,대구광역시 수성구 범어로 61
중소형,제693호,초록마을,대구월촌점,2021-09-01 ~ 2024-08-31,대구광역시 달서구 송현로7길 10 화성파크드림 1차 상가
중소형,제694호,초록마을,대구율하점,2021-09-01 ~ 2024-08-31,대구광역시 동구 율하동 1160 #104-105
중소형,제695호,초록마을,대구칠곡점,2021-09-01 ~ 2024-08-31,대구광역시 북구 동천동 950
중소형,제696호,초록마을,경북도청점,2021-09-01 ~ 2024-08-31,경상북도 경주시 충효동 2942-5
중소형,제697호,초록마을,구미확장단지점,2021-09-01 ~ 2024-08-31,경상북도 구미시 산동면 신당1로4길 20
중소형,제698호,초록마을,거창점,2021-09-01 ~ 2024-08-31,경상남도 거창군 거창읍 상림리 843-4
중소형,제699호,초록마을,녹번역점,2021-09-01 ~ 2024-08-31,번지 상가 B 동 KR 서울특별시 은평구 녹번동 21-269 힐스테이트녹번 115호
중소형,제700호,초록마을,도곡렉슬점,2021-09-01 ~ 2024-08-31,서울특별시 강남구 도곡동 527
중소형,제701호,초록마을,목동롯데캐슬점,2021-09-01 ~ 2024-08-31,목동 956번지 상가동 지층 126호 롯데캐슬위너 양천구 서울특별시 KR
중소형,제702호,초록마을,목동하이페리온점,2021-09-01 ~ 2024-08-31,서울특별시 양천구 목동동로 393
중소형,제703호,초록마을,불광점,2021-09-01 ~ 2024-08-31,서울특별시 은평구 불광로 64
중소형,제704호,초록마을,서초교대역점,2021-09-01 ~ 2024-08-31,서울특별시 서초구 반포동 55-4
중소형,제705호,초록마을,과천점,2021-09-01 ~ 2024-08-31,경기도 과천시 별양동 1
중소형,제706호,초록마을,광명철산점,2021-09-01 ~ 2024-08-31,경기도 광명시 철산동 245-1
중소형,제707호,초록마을,금천롯데캐슬점,2021-09-01 ~ 2024-08-31,서울특별시 금천구 벚꽃로 30
중소형,제708호,초록마을,순천왕지점,2021-09-01 ~ 2024-08-31,전라남도 순천시 조례동 1833-1
중소형,제709호,초록마을,순천조례점,2021-09-01 ~ 2024-08-31,전라남도 순천시 조례동 987-7
중소형,제710호,초록마을,광주동천점,2021-09-01 ~ 2024-08-31,수지구 동천동 944번지 훼미리프라자 106호 용인시 경기도 KR
중소형,제711호,초록마을,광주봉선점,2021-09-01 ~ 2024-08-31,광주광역시 광산구 선암동
중소형,제712호,초록마을,나주빛가람중흥점,2021-09-01 ~ 2024-08-31,광주광역시 남구 행암동
중소형,제714호,초록마을,전주서신점,2021-09-01 ~ 2024-08-31,전라북도 전주시 완산구 효자동3가 1609-16
중소형,제716호,GS25,강남프리미엄점,2021-12-07 ~ 2024-12-06,서울특별시 강남구 역삼동 678-5 1층
중소형,제717호,GS25,건국점,2021-12-07 ~ 2024-12-06,서울특별시 광진구 화양동 500-3
중소형,제718호,GS25,동두천 송내점,2021-12-07 ~ 2024-12-06,경기도 동두천시 송내동 664-6
